Year,City,Sport,Athlete,Country,Gender,Event,Medal,,
1932,Lake Placid,Bobsleigh,"LIPSON, Howard S",USA,Men,Four-Man,Silver,,
1932,Lake Placid,Bobsleigh,"MARTIN, Harry G",USA,Men,Four-Man,Silver,,
1932,Lake Placid,Bobsleigh,"STEVENS, Curtis",USA,Men,Four-Man,Silver,,
1932,Lake Placid,Bobsleigh,"STEVENS, Francis Paul",USA,Men,Four-Man,Silver,,
1932,Lake Placid,Bobsleigh,"BRYANT, Precy D.",USA,Men,Two-Man,Bronze,,
1932,Lake Placid,Bobsleigh,"HEATON, John",USA,Men,Two-Man,Bronze,,
1932,Lake Placid,Bobsleigh,"HOMBURGER, Henry A.",USA,Men,Two-Man,Bronze,,
1932,Lake Placid,Bobsleigh,"MARTIN, Harry G",USA,Men,Two-Man,Bronze,,
1932,Lake Placid,Bobsleigh,"MINTON, Robert",USA,Men,Two-Man,Bronze,,
1932,Lake Placid,Bobsleigh,"STEVENS, J. Hubert",USA,Men,Two-Man,Bronze,,
1932,Lake Placid,Bobsleigh,"ARTHUR, Adams",USA,Men,Two-Man,Gold,,
1932,Lake Placid,Bobsleigh,"STEVENS, Curtis",USA,Men,Two-Man,Gold,,
1932,Lake Placid,Ice Hockey,"ANDERSON, Osborn",USA,Men,Ice Hockey,Silver,,
1932,Lake Placid,Ice Hockey,"BENT, John Peale",USA,Men,Ice Hockey,Silver,,
1932,Lake Placid,Ice Hockey,"CHASE, John Pierce",USA,Men,Ice Hockey,Silver,,
1932,Lake Placid,Ice Hockey,"COOKMAN, John Emery",USA,Men,Ice Hockey,Silver,,
1932,Lake Placid,Ice Hockey,"EVERETT, Douglas Newton",USA,Men,Ice Hockey,Silver,,
1932,Lake Placid,Ice Hockey,"FARRELL, Franklin",USA,Men,Ice Hockey,Silver,,
1932,Lake Placid,Ice Hockey,"FITZGERALD, Joseph",USA,Men,Ice Hockey,Silver,,
1932,Lake Placid,Ice Hockey,"FRAZIER, Edward Hartwell",USA,Men,Ice Hockey,Silver,,
1932,Lake Placid,Ice Hockey,"GARRISON, John Bright",USA,Men,Ice Hockey,Silver,,
1932,Lake Placid,Ice Hockey,"HALLOCK, Gerard",USA,Men,Ice Hockey,Silver,,
1932,Lake Placid,Ice Hockey,"LIVINGSTON, Robert Cambridge",USA,Men,Ice Hockey,Silver,,
1932,Lake Placid,Ice Hockey,"NELSON, Francis Augustus",USA,Men,Ice Hockey,Silver,,
1932,Lake Placid,Ice Hockey,"PALMER, Winthrop Hale",USA,Men,Ice Hockey,Silver,,
1932,Lake Placid,Ice Hockey,"SMITH, Gordon",USA,Men,Ice Hockey,Silver,,
1932,Lake Placid,Skating,"VINSON, Maribel",USA,Women,Individual,Bronze,,
1932,Lake Placid,Skating,"BADGER, Sherwin",USA,Men,Pairs,Silver,,
1932,Lake Placid,Skating,"LOUGHRAN, Beatrix",USA,Women,Pairs,Silver,,
1932,Lake Placid,Skating,"JAFFEE, Irving",USA,Men,10000M,Gold,,
1932,Lake Placid,Skating,"SHEA, John A.",USA,Men,1500M,Gold,,
1932,Lake Placid,Skating,"JAFFEE, Irving",USA,Men,5000M,Gold,,
1932,Lake Placid,Skating,"MURPHY, Edward",USA,Men,5000M,Silver,,
1932,Lake Placid,Skating,"SHEA, John A.",USA,Men,500M,Gold,,
1936,Garmisch Partenkirchen,Skating,"KASPAR, Felix",AUT,Men,Individual,Bronze,,
1936,Garmisch Partenkirchen,Skating,"SCHeFER, Karl",AUT,Men,Individual,Gold,,
1936,Garmisch Partenkirchen,Skating,"PAUSIN, Erik",AUT,Men,Pairs,Silver,,
1936,Garmisch Partenkirchen,Skating,"PAUSIN, Ilse",AUT,Women,Pairs,Silver,,
1936,Garmisch Partenkirchen,Skating,"STIEPL, Max",AUT,Men,10000M,Bronze,,
1936,Garmisch Partenkirchen,Ice Hockey,"DEACON, Maxwell Arnold",CAN,Men,Ice Hockey,Silver,,
1936,Garmisch Partenkirchen,Ice Hockey,"FARGUHARSON, Hugh",CAN,Men,Ice Hockey,Silver,,
1936,Garmisch Partenkirchen,Ice Hockey,"FARMER-HORN, Kenneth",CAN,Men,Ice Hockey,Silver,,
1936,Garmisch Partenkirchen,Ice Hockey,"HAGGARTY, James",CAN,Men,Ice Hockey,Silver,,
1936,Garmisch Partenkirchen,Ice Hockey,"KITCHEN, Walter",CAN,Men,Ice Hockey,Silver,,
1936,Garmisch Partenkirchen,Ice Hockey,"MILTON, Raymond",CAN,Men,Ice Hockey,Silver,,
1936,Garmisch Partenkirchen,Ice Hockey,"MOORE, Francis",CAN,Men,Ice Hockey,Silver,,
1936,Garmisch Partenkirchen,Ice Hockey,"MURRAY, Herman",CAN,Men,Ice Hockey,Silver,,
1936,Garmisch Partenkirchen,Ice Hockey,"NASH, Arthur",CAN,Men,Ice Hockey,Silver,,
1936,Garmisch Partenkirchen,Ice Hockey,"NEVILLE, David John",CAN,Men,Ice Hockey,Silver,,
1936,Garmisch Partenkirchen,Ice Hockey,"SINCLAIR, Alexander",CAN,Men,Ice Hockey,Silver,,
1936,Garmisch Partenkirchen,Ice Hockey,"ST.GERMAIN, Ralph",CAN,Men,Ice Hockey,Silver,,
1936,Garmisch Partenkirchen,Ice Hockey,"THOMSON, William",CAN,Men,Ice Hockey,Silver,,
1936,Garmisch Partenkirchen,Skating,"WASENIUS, Birger",FIN,Men,10000M,Silver,,
1936,Garmisch Partenkirchen,Skating,"WASENIUS, Birger",FIN,Men,1500M,Bronze,,
1936,Garmisch Partenkirchen,Skating,"OJALA, Antero",FIN,Men,5000M,Bronze,,
1936,Garmisch Partenkirchen,Skating,"WASENIUS, Birger",FIN,Men,5000M,Silver,,
1936,Garmisch Partenkirchen,Skiing,"NIEMI, Pekka",FIN,Men,18KM,Bronze,,
1936,Garmisch Partenkirchen,Skiing,"JALKANEN, Kalle",FIN,Men,4X10KM Relay,Gold,,
1936,Garmisch Partenkirchen,Skiing,"KARPPINEN, Klaus",FIN,Men,4X10KM Relay,Gold,,
1936,Garmisch Partenkirchen,Skiing,"LeHDE, Matti",FIN,Men,4X10KM Relay,Gold,,
1936,Garmisch Partenkirchen,Skiing,"NURMELA, Sulo",FIN,Men,4X10KM Relay,Gold,,
1936,Garmisch Partenkirchen,Skiing,"ALLAIS, Emile",FRA,Men,Alpine Combined,Bronze,,
1936,Garmisch Partenkirchen,Bobsleigh,"CARDNO, James Farquhar",GBR,Men,Four-Man,Bronze,,
1936,Garmisch Partenkirchen,Bobsleigh,"DUGDALE, Gary",GBR,Men,Four-Man,Bronze,,
1936,Garmisch Partenkirchen,Bobsleigh,"GREEN, Charles Patrick",GBR,Men,Four-Man,Bronze,,
1936,Garmisch Partenkirchen,Bobsleigh,"MCEVOY, Frederick James",GBR,Men,Four-Man,Bronze,,
1936,Garmisch Partenkirchen,Ice Hockey,"ARCHER, Alexander",GBR,Men,Ice Hockey,Gold,,
1936,Garmisch Partenkirchen,Ice Hockey,"BORLAND, James Andrew",GBR,Men,Ice Hockey,Gold,,
1936,Garmisch Partenkirchen,Ice Hockey,"BRENCHLEY, Edgar",GBR,Men,Ice Hockey,Gold,,
1936,Garmisch Partenkirchen,Ice Hockey,"CHAPPELL, James",GBR,Men,Ice Hockey,Gold,,
1936,Garmisch Partenkirchen,Ice Hockey,"COWARD, John",GBR,Men,Ice Hockey,Gold,,
1936,Garmisch Partenkirchen,Ice Hockey,"DAILLEY, Gordon Debenham",GBR,Men,Ice Hockey,Gold,,
1936,Garmisch Partenkirchen,Ice Hockey,"DAVEY, John Gerald",GBR,Men,Ice Hockey,Gold,,
1936,Garmisch Partenkirchen,Ice Hockey,"ERHARDT, Carl",GBR,Men,Ice Hockey,Gold,,
1936,Garmisch Partenkirchen,Ice Hockey,"FOSTER, James",GBR,Men,Ice Hockey,Gold,,
1936,Garmisch Partenkirchen,Ice Hockey,"KILPATRICK, John",GBR,Men,Ice Hockey,Gold,,
1936,Garmisch Partenkirchen,Ice Hockey,"STINCHCOMBE, Archibald",GBR,Men,Ice Hockey,Gold,,
1936,Garmisch Partenkirchen,Ice Hockey,"WYMAN, Robert",GBR,Men,Ice Hockey,Gold,,
1936,Garmisch Partenkirchen,Skating,"COLLEDGE, Cecilia",GBR,Women,Individual,Silver,,
1936,Garmisch Partenkirchen,Skating,"BAIER, Ernst",GER,Men,Individual,Silver,,
1936,Garmisch Partenkirchen,Skating,"BAIER, Ernst",GER,Men,Pairs,Gold,,
1936,Garmisch Partenkirchen,Skating,"HERBER, Maxi",GER,Women,Pairs,Gold,,
1936,Garmisch Partenkirchen,Skiing,"PFNeeR, Franz",GER,Men,Alpine Combined,Gold,,
1936,Garmisch Partenkirchen,Skiing,"LANTSCHNER, Gustav",GER,Men,Alpine Combined,Silver,,
1936,Garmisch Partenkirchen,Skiing,"CRANZ, Christel",GER,Women,Alpine Combined,Gold,,
1936,Garmisch Partenkirchen,Skiing,"GRASEGGER, Ke_the",GER,Women,Alpine Combined,Silver,,
1936,Garmisch Partenkirchen,Skating,"ROTTER, Emilia",HUN,Women,Pairs,Bronze,,
1936,Garmisch Partenkirchen,Skating,"SZOLLAS, Laszlo",HUN,Men,Pairs,Bronze,,
1936,Garmisch Partenkirchen,Skating,"HENIE, Sonja",NOR,Women,Individual,Gold,,
1936,Garmisch Partenkirchen,Skating,"BALLANGRUD, Ivar",NOR,Men,10000M,Gold,,
1936,Garmisch Partenkirchen,Skating,"MATHISEN, Charles",NOR,Men,1500M,Gold,,
1936,Garmisch Partenkirchen,Skating,"BALLANGRUD, Ivar",NOR,Men,1500M,Silver,,
1936,Garmisch Partenkirchen,Skating,"BALLANGRUD, Ivar",NOR,Men,5000M,Gold,,
1936,Garmisch Partenkirchen,Skating,"BALLANGRUD, Ivar",NOR,Men,500M,Gold,,
1936,Garmisch Partenkirchen,Skating,"KROG, Georg",NOR,Men,500M,Silver,,
1936,Garmisch Partenkirchen,Skiing,"SCHOU-NILSEN, Laila",NOR,Women,Alpine Combined,Bronze,,
1936,Garmisch Partenkirchen,Skiing,"HAGEN, Oddbjorn",NOR,Men,18KM,Silver,,
1936,Garmisch Partenkirchen,Skiing,"BRODAHL, Sverre",NOR,Men,4X10KM Relay,Silver,,
1936,Garmisch Partenkirchen,Skiing,"HAGEN, Oddbjorn",NOR,Men,4X10KM Relay,Silver,,
1936,Garmisch Partenkirchen,Skiing,"HOFFSBAKKEN, Olaf",NOR,Men,4X10KM Relay,Silver,,
1936,Garmisch Partenkirchen,Skiing,"IVERSEN, Bjarne",NOR,Men,4X10KM Relay,Silver,,
1936,Garmisch Partenkirchen,Skiing,"BRODAHL, Sverre",NOR,Men,Individual,Bronze,,
1936,Garmisch Partenkirchen,Skiing,"HAGEN, Oddbjorn",NOR,Men,Individual,Gold,,
1936,Garmisch Partenkirchen,Skiing,"HOFFSBAKKEN, Olaf",NOR,Men,Individual,Silver,,
1936,Garmisch Partenkirchen,Skiing,"ANDERSEN, Reidar",NOR,Men,K90 Individual (70M),Bronze,,
1936,Garmisch Partenkirchen,Skiing,"RUUD, Birger",NOR,Men,K90 Individual (70M),Gold,,
1936,Garmisch Partenkirchen,Bobsleigh,"BEERLI, Joseph",SUI,Men,Four-Man,Gold,,
1936,Garmisch Partenkirchen,Bobsleigh,"BOUVIER, Charles",SUI,Men,Four-Man,Gold,,
1936,Garmisch Partenkirchen,Bobsleigh,"GARTMANN, Arnold",SUI,Men,Four-Man,Gold,,
1936,Garmisch Partenkirchen,Bobsleigh,"MUSY, Pierre",SUI,Men,Four-Man,Gold,,
1936,Garmisch Partenkirchen,Bobsleigh,"AICHELE, Hans",SUI,Men,Four-Man,Silver,,
1936,Garmisch Partenkirchen,Bobsleigh,"BeeTIKOFER, Hans",SUI,Men,Four-Man,Silver,,
1936,Garmisch Partenkirchen,Bobsleigh,"CAPADRUTT, Reto",SUI,Men,Four-Man,Silver,,
1936,Garmisch Partenkirchen,Bobsleigh,"FEIERABEND, Fritz",SUI,Men,Four-Man,Silver,,
1936,Garmisch Partenkirchen,Bobsleigh,"BEERLI, Joseph",SUI,Men,Two-Man,Silver,,
1936,Garmisch Partenkirchen,Bobsleigh,"FEIERABEND, Fritz",SUI,Men,Two-Man,Silver,,
1936,Garmisch Partenkirchen,Skating,"HULTEN, Vivi-Anne",SWE,Women,Individual,Bronze,,
1936,Garmisch Partenkirchen,Skiing,"LARSSON, Erik August",SWE,Men,18KM,Gold,,
1936,Garmisch Partenkirchen,Skiing,"BERGER, John",SWE,Men,4X10KM Relay,Bronze,,
1936,Garmisch Partenkirchen,Skiing,"HeGGBLAD, Artur",SWE,Men,4X10KM Relay,Bronze,,
1936,Garmisch Partenkirchen,Skiing,"LARSSON, Erik August",SWE,Men,4X10KM Relay,Bronze,,
1936,Garmisch Partenkirchen,Skiing,"MATSBO, Martin",SWE,Men,4X10KM Relay,Bronze,,
1936,Garmisch Partenkirchen,Skiing,"ENGLUND, Nils-Joel",SWE,Men,50KM,Bronze,,
1936,Garmisch Partenkirchen,Skiing,"WIKLUND, Elis",SWE,Men,50KM,Gold,,
1936,Garmisch Partenkirchen,Skiing,"WIKSTRe_M, Axel",SWE,Men,50KM,Silver,,
1936,Garmisch Partenkirchen,Skiing,"ERIKSSON, Sven",SWE,Men,K90 Individual (70M),Silver,,
1936,Garmisch Partenkirchen,Bobsleigh,"COLGATE, Gilbert",USA,Men,Two-Man,Bronze,,
1936,Garmisch Partenkirchen,Bobsleigh,"LAWRENCE, Richard Webster",USA,Men,Two-Man,Bronze,,
1936,Garmisch Partenkirchen,Bobsleigh,"BROWN, Ivan Elmore",USA,Men,Two-Man,Gold,,
1936,Garmisch Partenkirchen,Bobsleigh,"WASHBOND, Alan M.",USA,Men,Two-Man,Gold,,
1936,Garmisch Partenkirchen,Ice Hockey,"GARRISON, John Bright",USA,Men,Ice Hockey,Bronze,,
1936,Garmisch Partenkirchen,Ice Hockey,"KAMMER, August",USA,Men,Ice Hockey,Bronze,,
1936,Garmisch Partenkirchen,Ice Hockey,"LA BATTE, Philip William",USA,Men,Ice Hockey,Bronze,,
1936,Garmisch Partenkirchen,Ice Hockey,"LAX, John Charles",USA,Men,Ice Hockey,Bronze,,
1936,Garmisch Partenkirchen,Ice Hockey,"MOONE, Thomas",USA,Men,Ice Hockey,Bronze,,
1936,Garmisch Partenkirchen,Ice Hockey,"ROSS, Eldridge Baker",USA,Men,Ice Hockey,Bronze,,
1936,Garmisch Partenkirchen,Ice Hockey,"ROWE, Paul Edward",USA,Men,Ice Hockey,Bronze,,
1936,Garmisch Partenkirchen,Ice Hockey,"SHAUGHNESSY, Francis John",USA,Men,Ice Hockey,Bronze,,
1936,Garmisch Partenkirchen,Ice Hockey,"SMITH, Gordon",USA,Men,Ice Hockey,Bronze,,
1936,Garmisch Partenkirchen,Ice Hockey,"SPAIN, Francis Jones",USA,Men,Ice Hockey,Bronze,,
1936,Garmisch Partenkirchen,Ice Hockey,"STUBBS, Frank Raymond",USA,Men,Ice Hockey,Bronze,,
1936,Garmisch Partenkirchen,Skating,"FREISINGER, Leo",USA,Men,500M,Bronze,,
1948,St.Moritz,Skating,"RADA, Edi",AUT,Men,Individual,Bronze,,
1948,St.Moritz,Skating,"PAWLIK, Eva",AUT,Women,Individual,Silver,,
1948,St.Moritz,Skiing,"MAHRINGER, Erika",AUT,Women,Alpine Combined,Bronze,,
1948,St.Moritz,Skiing,"BEISER-JOCHUM, Trude",AUT,Women,Alpine Combined,Gold,,
1948,St.Moritz,Skiing,"GABL, Franz",AUT,Men,Downhill,Silver,,
1948,St.Moritz,Skiing,"HAMMERER, Resi",AUT,Women,Downhill,Bronze,,
1948,St.Moritz,Skiing,"BEISER-JOCHUM, Trude",AUT,Women,Downhill,Silver,,
1948,St.Moritz,Skiing,"MAHRINGER, Erika",AUT,Women,Slalom,Bronze,,
1948,St.Moritz,Bobsleigh,"HOUBEN, Max",BEL,Men,Four-Man,Silver,,
1948,St.Moritz,Bobsleigh,"MANSVELD, Freddy",BEL,Men,Four-Man,Silver,,
1948,St.Moritz,Bobsleigh,"MOUVET, Jacques",BEL,Men,Four-Man,Silver,,
1948,St.Moritz,Bobsleigh,"NIELS, Louis-Georges",BEL,Men,Four-Man,Silver,,
1948,St.Moritz,Skating,"BAUGNIET, Pierre",BEL,Men,Pairs,Gold,,
1948,St.Moritz,Skating,"LANNOY, Micheline",BEL,Women,Pairs,Gold,,
1948,St.Moritz,Ice Hockey,"BROOKS, H.",CAN,Men,Ice Hockey,Gold,,
1948,St.Moritz,Ice Hockey,"DOWEY, Murray Albert",CAN,Men,Ice Hockey,Gold,,
1948,St.Moritz,Ice Hockey,"DUNSTER, Bernard Frank",CAN,Men,Ice Hockey,Gold,,
1948,St.Moritz,Ice Hockey,"FORBES, R.A.",CAN,Men,Ice Hockey,Gold,,
1948,St.Moritz,Ice Hockey,"GILPIN, A.",CAN,Men,Ice Hockey,Gold,,
1948,St.Moritz,Ice Hockey,"GRAVELLE, Jean Orval",CAN,Men,Ice Hockey,Gold,,
1948,St.Moritz,Ice Hockey,"GUZZO, Patrick",CAN,Men,Ice Hockey,Gold,,
1948,St.Moritz,Ice Hockey,"HALDER, Walter Edwin",CAN,Men,Ice Hockey,Gold,,
1948,St.Moritz,Ice Hockey,"HIBBERD, Thomas Edward",CAN,Men,Ice Hockey,Gold,,
1948,St.Moritz,Ice Hockey,"KING, Ross",CAN,Men,Ice Hockey,Gold,,
1948,St.Moritz,Ice Hockey,"LAPERRIERE, Henri-Andre",CAN,Men,Ice Hockey,Gold,,
1948,St.Moritz,Ice Hockey,"LECOMPTE, John Howard",CAN,Men,Ice Hockey,Gold,,
1948,St.Moritz,Ice Hockey,"LEICHNITZ, J.",CAN,Men,Ice Hockey,Gold,,
1948,St.Moritz,Ice Hockey,"MARA, George Edward",CAN,Men,Ice Hockey,Gold,,
1948,St.Moritz,Ice Hockey,"RENAUD, Albert Romeo",CAN,Men,Ice Hockey,Gold,,
1948,St.Moritz,Ice Hockey,"SCHROETER, Reginald John",CAN,Men,Ice Hockey,Gold,,
1948,St.Moritz,Ice Hockey,"TAYLOR, Irving",CAN,Men,Ice Hockey,Gold,,
1948,St.Moritz,Skating,"SCOTT, Barbara Ann",CAN,Women,Individual,Gold,,
1948,St.Moritz,Skating,"DIESTELMEYER, Wallace",CAN,Men,Pairs,Bronze,,
1948,St.Moritz,Skating,"MORROW, Suzanne",CAN,Women,Pairs,Bronze,,
1948,St.Moritz,Skating,"LAMMIO, Pentti",FIN,Men,10000M,Bronze,,
1948,St.Moritz,Skating,"PARKKINEN, Lauri",FIN,Men,10000M,Silver,,
1948,St.Moritz,Skiing,"KIURU, August",FIN,Men,4X10KM Relay,Silver,,
1948,St.Moritz,Skiing,"LAUKKANEN, Teuvo",FIN,Men,4X10KM Relay,Silver,,
1948,St.Moritz,Skiing,"RYTKY, Sauli",FIN,Men,4X10KM Relay,Silver,,
1948,St.Moritz,Skiing,"SILVENNOINEN, Lauri",FIN,Men,4X10KM Relay,Silver,,
1948,St.Moritz,Skiing,"VANNINEN, Benjamin",FIN,Men,50KM,Bronze,,
1948,St.Moritz,Skiing,"HASU, Heikki",FIN,Men,Individual,Gold,,
1948,St.Moritz,Skiing,"HUHTALA, Martti",FIN,Men,Individual,Silver,,
1948,St.Moritz,Skiing,"COUTTET, James",FRA,Men,Alpine Combined,Bronze,,
1948,St.Moritz,Skiing,"OREILLER, Henri",FRA,Men,Alpine Combined,Gold,,
1948,St.Moritz,Skiing,"OREILLER, Henri",FRA,Men,Downhill,Gold,,
1948,St.Moritz,Skiing,"OREILLER, Henri",FRA,Men,Slalom,Bronze,,
1948,St.Moritz,Skiing,"COUTTET, James",FRA,Men,Slalom,Silver,,
1948,St.Moritz,Bobsleigh,"CRAMMOND, John",GBR,Men,Individual,Bronze,,
1948,St.Moritz,Skating,"ALTWEGG, Jeannette",GBR,Women,Individual,Bronze,,
1948,St.Moritz,Skating,"KEKESSY, Andrea",HUN,Women,Pairs,Silver,,
1948,St.Moritz,Skating,"KIRALY, Ede",HUN,Men,Pairs,Silver,,
1948,St.Moritz,Bobsleigh,"BIBBIA, Nino",ITA,Men,Individual,Gold,,
1948,St.Moritz,Skating,"LUNDBERG, Odd",NOR,Men,1500M,Bronze,,
1948,St.Moritz,Skating,"FARSTAD, Sverre",NOR,Men,1500M,Gold,,
1948,St.Moritz,Skating,"LIAKLEV, Reidar",NOR,Men,5000M,Gold,,
1948,St.Moritz,Skating,"LUNDBERG, Odd",NOR,Men,5000M,Silver,,
1948,St.Moritz,Skating,"HELGESEN, Finn",NOR,Men,500M,Gold,,
1948,St.Moritz,Skating,"BYBERG, Thomas",NOR,Men,500M,Silver,,
1948,St.Moritz,Skiing,"EVENSEN, Erling",NOR,Men,4X10KM Relay,Bronze,,
1948,St.Moritz,Skiing,"HAGEN, Olav I.",NOR,Men,4X10KM Relay,Bronze,,
1948,St.Moritz,Skiing,"NYBORG, Reidar",NOR,Men,4X10KM Relay,Bronze,,
1948,St.Moritz,Skiing,"e_KERN, Olav",NOR,Men,4X10KM Relay,Bronze,,
1948,St.Moritz,Skiing,"SCHJELDERUP, Thorleif",NOR,Men,K90 Individual (70M),Bronze,,
1948,St.Moritz,Skiing,"HUGSTED, Petter",NOR,Men,K90 Individual (70M),Gold,,
1948,St.Moritz,Skiing,"RUUD, Birger",NOR,Men,K90 Individual (70M),Silver,,
1948,St.Moritz,Bobsleigh,"ENDRICH, Felix",SUI,Men,Two-Man,Gold,,
1948,St.Moritz,Bobsleigh,"WALLER, Friedrich",SUI,Men,Two-Man,Gold,,
1948,St.Moritz,Bobsleigh,"EBERHARD, Paul Hans",SUI,Men,Two-Man,Silver,,
1948,St.Moritz,Bobsleigh,"FEIERABEND, Fritz",SUI,Men,Two-Man,Silver,,
1948,St.Moritz,Ice Hockey,"BeNNINGER, Hans",SUI,Men,Ice Hockey,Bronze,,
1948,St.Moritz,Ice Hockey,"BIELER, Alfred",SUI,Men,Ice Hockey,Bronze,,
1948,St.Moritz,Ice Hockey,"BOLLER, Heinrich",SUI,Men,Ice Hockey,Bronze,,
1948,St.Moritz,Ice Hockey,"CATTINI, Ferdinand",SUI,Men,Ice Hockey,Bronze,,
1948,St.Moritz,Ice Hockey,"CATTINI, Hans",SUI,Men,Ice Hockey,Bronze,,
1948,St.Moritz,Ice Hockey,"DeeRST, Hans",SUI,Men,Ice Hockey,Bronze,,
1948,St.Moritz,Ice Hockey,"DeeRST, Walter Paul",SUI,Men,Ice Hockey,Bronze,,
1948,St.Moritz,Ice Hockey,"HANDSCHIN, Emil",SUI,Men,Ice Hockey,Bronze,,
1948,St.Moritz,Ice Hockey,"LOHRER, Heini",SUI,Men,Ice Hockey,Bronze,,
1948,St.Moritz,Ice Hockey,"LOHRER, Werner",SUI,Men,Ice Hockey,Bronze,,
1948,St.Moritz,Ice Hockey,"PERL, Reto",SUI,Men,Ice Hockey,Bronze,,
1948,St.Moritz,Ice Hockey,"POLTERA, Gebhard",SUI,Men,Ice Hockey,Bronze,,
1948,St.Moritz,Ice Hockey,"POLTERA, Ulrich",SUI,Men,Ice Hockey,Bronze,,
1948,St.Moritz,Ice Hockey,"ReeEDI, Beat",SUI,Men,Ice Hockey,Bronze,,
1948,St.Moritz,Ice Hockey,"SCHUBIGER, Otto",SUI,Men,Ice Hockey,Bronze,,
1948,St.Moritz,Ice Hockey,"TORRIANI, Richard",SUI,Men,Ice Hockey,Bronze,,
1948,St.Moritz,Ice Hockey,"TREPP, Hans",SUI,Men,Ice Hockey,Bronze,,
1948,St.Moritz,Skating,"GERSCHWILER, Hans",SUI,Men,Individual,Silver,,
1948,St.Moritz,Skiing,"MOLITOR, Karl",SUI,Men,Alpine Combined,Silver,,
1948,St.Moritz,Skiing,"MOLITOR, Karl",SUI,Men,Downhill,Bronze,,
1948,St.Moritz,Skiing,"OLINGER, Rolf",SUI,Men,Downhill,Bronze,,
1948,St.Moritz,Skiing,"SCHLUNEGGER, Hedy",SUI,Women,Downhill,Gold,,
1948,St.Moritz,Skiing,"REINALTER, Edi",SUI,Men,Slalom,Gold,,
1948,St.Moritz,Skiing,"MEYER, Antoinette",SUI,Women,Slalom,Silver,,
1948,St.Moritz,Skating,"SEYFFARTH, Ake",SWE,Men,10000M,Gold,,
1948,St.Moritz,Skating,"SEYFFARTH, Ake",SWE,Men,1500M,Silver,,
1948,St.Moritz,Skating,"HEDLUND, Ge_the",SWE,Men,5000M,Bronze,,
1948,St.Moritz,Skiing,"ERIKSSON, Gunnar",SWE,Men,18KM,Bronze,,
1948,St.Moritz,Skiing,"LUNDSTRe_M, Martin",SWE,Men,18KM,Gold,,
1948,St.Moritz,Skiing,"e_STENSSON, Nils",SWE,Men,18KM,Silver,,
1948,St.Moritz,Skiing,"ERIKSSON, Gunnar",SWE,Men,4X10KM Relay,Gold,,
1948,St.Moritz,Skiing,"LUNDSTRe_M, Martin",SWE,Men,4X10KM Relay,Gold,,
1948,St.Moritz,Skiing,"e_STENSSON, Nils",SWE,Men,4X10KM Relay,Gold,,
1948,St.Moritz,Skiing,"TePP, Nils",SWE,Men,4X10KM Relay,Gold,,
1948,St.Moritz,Skiing,"KARLSSON, Nils",SWE,Men,50KM,Gold,,
1948,St.Moritz,Skiing,"ERIKSSON, Harald",SWE,Men,50KM,Silver,,
1948,St.Moritz,Skiing,"ISRAELSSON, Sven",SWE,Men,Individual,Bronze,,
1948,St.Moritz,Ice Hockey,"BOUZEK, Vladimir",TCH,Men,Ice Hockey,Silver,,
1948,St.Moritz,Ice Hockey,"BUBNIK, Gustav",TCH,Men,Ice Hockey,Silver,,
1948,St.Moritz,Ice Hockey,"DROBNY, Jaroslav",TCH,Men,Ice Hockey,Silver,,
1948,St.Moritz,Ice Hockey,"HAJNY, Premysl",TCH,Men,Ice Hockey,Silver,,
1948,St.Moritz,Ice Hockey,"JARKOVSKY, Zdenek",TCH,Men,Ice Hockey,Silver,,
1948,St.Moritz,Ice Hockey,"KOBRANOV, Vladimir",TCH,Men,Ice Hockey,Silver,,
1948,St.Moritz,Ice Hockey,"KONOPASEK, Stanislav",TCH,Men,Ice Hockey,Silver,,
1948,St.Moritz,Ice Hockey,"MODRY, Bohumil",TCH,Men,Ice Hockey,Silver,,
1948,St.Moritz,Ice Hockey,"POKORNY, Miloslav",TCH,Men,Ice Hockey,Silver,,
1948,St.Moritz,Ice Hockey,"ROZINAK, Vaclav",TCH,Men,Ice Hockey,Silver,,
1948,St.Moritz,Ice Hockey,"SLAMA, Miroslav",TCH,Men,Ice Hockey,Silver,,
1948,St.Moritz,Ice Hockey,"STIBOR, Karel",TCH,Men,Ice Hockey,Silver,,
1948,St.Moritz,Ice Hockey,"STOVIK, Vilibald",TCH,Men,Ice Hockey,Silver,,
1948,St.Moritz,Ice Hockey,"TROJAK, Ladislav",TCH,Men,Ice Hockey,Silver,,
1948,St.Moritz,Ice Hockey,"TROUSILEK, Josef",TCH,Men,Ice Hockey,Silver,,
1948,St.Moritz,Ice Hockey,"ZABRODSKY, Oldrich",TCH,Men,Ice Hockey,Silver,,
1948,St.Moritz,Ice Hockey,"ZABRODSKY, Vladimir",TCH,Men,Ice Hockey,Silver,,
1948,St.Moritz,Bobsleigh,"BICKFORD, James John",USA,Men,Four-Man,Bronze,,
1948,St.Moritz,Bobsleigh,"DUPREE, Donald",USA,Men,Four-Man,Bronze,,
1948,St.Moritz,Bobsleigh,"DUPREE, William",USA,Men,Four-Man,Bronze,,
1948,St.Moritz,Bobsleigh,"HICKS, Thomas",USA,Men,Four-Man,Bronze,,
1948,St.Moritz,Bobsleigh,"D'AMICO, William",USA,Men,Four-Man,Gold,,
1948,St.Moritz,Bobsleigh,"MARTIN, Patrick Henry",USA,Men,Four-Man,Gold,,
